section,category,description,date,metric,value
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-03,COVID-19 Persons Under Investigation,99
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-03,Total COVID-19 Patients,308
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-03,Percent Confirmed COVID-19,0.68
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-03,Percent COVID-19 Persons Under Investigation,0.32
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-04,Confirmed COVID-19,202
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-04,COVID-19 Persons Under Investigation,138
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-04,Total COVID-19 Patients,340
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-04,Percent Confirmed COVID-19,0.59
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-04,Percent COVID-19 Persons Under Investigation,0.41
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-05,Confirmed COVID-19,203
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-05,COVID-19 Persons Under Investigation,132
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-05,Total COVID-19 Patients,335
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-05,Percent Confirmed COVID-19,0.61
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-05,Percent COVID-19 Persons Under Investigation,0.39
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-06,Confirmed COVID-19,203
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-06,COVID-19 Persons Under Investigation,117
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-06,Total COVID-19 Patients,320
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-06,Percent Confirmed COVID-19,0.63
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-06,Percent COVID-19 Persons Under Investigation,0.37
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-07,Confirmed COVID-19,201
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-07,COVID-19 Persons Under Investigation,116
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-07,Total COVID-19 Patients,317
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-07,Percent Confirmed COVID-19,0.63
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-07,Percent COVID-19 Persons Under Investigation,0.37
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-08,Confirmed COVID-19,212
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-08,COVID-19 Persons Under Investigation,115
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-08,Total COVID-19 Patients,327
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-08,Percent Confirmed COVID-19,0.65
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-08,Percent COVID-19 Persons Under Investigation,0.35
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-09,Confirmed COVID-19,207
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-09,COVID-19 Persons Under Investigation,111
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-09,Total COVID-19 Patients,318
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-09,Percent Confirmed COVID-19,0.65
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-09,Percent COVID-19 Persons Under Investigation,0.35
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-10,Confirmed COVID-19,185
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-10,COVID-19 Persons Under Investigation,134
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-10,Total COVID-19 Patients,319
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-10,Percent Confirmed COVID-19,0.58
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-10,Percent COVID-19 Persons Under Investigation,0.42
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-11,Confirmed COVID-19,184
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-11,COVID-19 Persons Under Investigation,125
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-11,Total COVID-19 Patients,309
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-11,Percent Confirmed COVID-19,0.6
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-11,Percent COVID-19 Persons Under Investigation,0.4
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-12,Confirmed COVID-19,184
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-12,COVID-19 Persons Under Investigation,131
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-12,Total COVID-19 Patients,315
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-12,Percent Confirmed COVID-19,0.58
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-12,Percent COVID-19 Persons Under Investigation,0.42
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-13,Confirmed COVID-19,172
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-13,COVID-19 Persons Under Investigation,116
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-13,Total COVID-19 Patients,288
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-13,Percent Confirmed COVID-19,0.6
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-13,Percent COVID-19 Persons Under Investigation,0.4
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-14,Confirmed COVID-19,170
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-14,COVID-19 Persons Under Investigation,95
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-14,Total COVID-19 Patients,265
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-14,Percent Confirmed COVID-19,0.64
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-14,Percent COVID-19 Persons Under Investigation,0.36
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-15,Confirmed COVID-19,167
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-15,COVID-19 Persons Under Investigation,69
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-15,Total COVID-19 Patients,236
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-15,Percent Confirmed COVID-19,0.71
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-15,Percent COVID-19 Persons Under Investigation,0.29
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-16,Confirmed COVID-19,167
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-16,COVID-19 Persons Under Investigation,97
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-16,Total COVID-19 Patients,264
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-16,Percent Confirmed COVID-19,0.63
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-16,Percent COVID-19 Persons Under Investigation,0.37
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-17,Confirmed COVID-19,163
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-17,COVID-19 Persons Under Investigation,77
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-17,Total COVID-19 Patients,240
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-17,Percent Confirmed COVID-19,0.68
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-17,Percent COVID-19 Persons Under Investigation,0.32
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-18,Confirmed COVID-19,153
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-18,COVID-19 Persons Under Investigation,92
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-18,Total COVID-19 Patients,245
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-18,Percent Confirmed COVID-19,0.62
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-18,Percent COVID-19 Persons Under Investigation,0.38
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-19,Confirmed COVID-19,151
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-19,COVID-19 Persons Under Investigation,111
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-19,Total COVID-19 Patients,262
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-19,Percent Confirmed COVID-19,0.58
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-19,Percent COVID-19 Persons Under Investigation,0.42
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-20,Confirmed COVID-19,146
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-20,COVID-19 Persons Under Investigation,92
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-20,Total COVID-19 Patients,238
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-20,Percent Confirmed COVID-19,0.61
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-20,Percent COVID-19 Persons Under Investigation,0.39
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-21,Confirmed COVID-19,156
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-21,COVID-19 Persons Under Investigation,80
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-21,Total COVID-19 Patients,236
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-21,Percent Confirmed COVID-19,0.66
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-21,Percent COVID-19 Persons Under Investigation,0.34
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-22,Confirmed COVID-19,148
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-22,COVID-19 Persons Under Investigation,110
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-22,Total COVID-19 Patients,258
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-22,Percent Confirmed COVID-19,0.57
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-22,Percent COVID-19 Persons Under Investigation,0.43
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-23,Confirmed COVID-19,157
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-23,COVID-19 Persons Under Investigation,68
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-23,Total COVID-19 Patients,225
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-23,Percent Confirmed COVID-19,0.7
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-23,Percent COVID-19 Persons Under Investigation,0.3
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-24,Confirmed COVID-19,143
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-24,COVID-19 Persons Under Investigation,100
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-24,Total COVID-19 Patients,243
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-24,Percent Confirmed COVID-19,0.59
Hospital Data,Hospital Level,Currently Hospitalized,2020-08-24,Percent COVID-19 Persons Under Investigation,0.41
Hospital Data,Hospital Level,Admissions (Daily),2020-04-12,Patients Admitted to the Hospital,164
Hospital Data,Hospital Level,Admissions (Daily),2020-04-13,Patients Admitted to the Hospital,205
Hospital Data,Hospital Level,Admissions (Daily),2020-04-14,Patients Admitted to the Hospital,282
Hospital Data,Hospital Level,Admissions (Daily),2020-04-15,Patients Admitted to the Hospital,241
Hospital Data,Hospital Level,Admissions (Daily),2020-04-16,Patients Admitted to the Hospital,255
Hospital Data,Hospital Level,Admissions (Daily),2020-04-17,Patients Admitted to the Hospital,238
Hospital Data,Hospital Level,Admissions (Daily),2020-04-18,Patients Admitted to the Hospital,241
Hospital Data,Hospital Level,Admissions (Daily),2020-04-18,7-Day Average of Patients Admitted to the Hospital,232
Hospital Data,Hospital Level,Admissions (Daily),2020-04-19,Patients Admitted to the Hospital,278
Hospital Data,Hospital Level,Admissions (Daily),2020-04-19,7-Day Average of Patients Admitted to the Hospital,249
Hospital Data,Hospital Level,Admissions (Daily),2020-04-20,Patients Admitted to the Hospital,124
Hospital Data,Hospital Level,Admissions (Daily),2020-04-20,7-Day Average of Patients Admitted to the Hospital,237
Hospital Data,Hospital Level,Admissions (Daily),2020-04-21,Patients Admitted to the Hospital,123
Hospital Data,Hospital Level,Admissions (Daily),2020-04-21,7-Day Average of Patients Admitted to the Hospital,214
Hospital Data,Hospital Level,Admissions (Daily),2020-04-22,Patients Admitted to the Hospital,118
Hospital Data,Hospital Level,Admissions (Daily),2020-04-22,7-Day Average of Patients Admitted to the Hospital,197
Hospital Data,Hospital Level,Admissions (Daily),2020-04-23,Patients Admitted to the Hospital,114
Hospital Data,Hospital Level,Admissions (Daily),2020-04-23,7-Day Average of Patients Admitted to the Hospital,177
Hospital Data,Hospital Level,Admissions (Daily),2020-04-24,Patients Admitted to the Hospital,99
Hospital Data,Hospital Level,Admissions (Daily),2020-04-24,7-Day Average of Patients Admitted to the Hospital,157
Hospital Data,Hospital Level,Admissions (Daily),2020-04-25,Patients Admitted to the Hospital,56
Hospital Data,Hospital Level,Admissions (Daily),2020-04-25,7-Day Average of Patients Admitted to the Hospital,130
Hospital Data,Hospital Level,Admissions (Daily),2020-04-26,Patients Admitted to the Hospital,73
Hospital Data,Hospital Level,Admissions (Daily),2020-04-26,7-Day Average of Patients Admitted to the Hospital,101
Hospital Data,Hospital Level,Admissions (Daily),2020-04-27,Patients Admitted to the Hospital,36
Hospital Data,Hospital Level,Admissions (Daily),2020-04-27,7-Day Average of Patients Admitted to the Hospital,88
Hospital Data,Hospital Level,Admissions (Daily),2020-04-28,Patients Admitted to the Hospital,112
Hospital Data,Hospital Level,Admissions (Daily),2020-04-28,7-Day Average of Patients Admitted to the Hospital,87
Hospital Data,Hospital Level,Admissions (Daily),2020-04-29,Patients Admitted to the Hospital,106
Hospital Data,Hospital Level,Admissions (Daily),2020-04-29,7-Day Average of Patients Admitted to the Hospital,85
Hospital Data,Hospital Level,Admissions (Daily),2020-04-30,Patients Admitted to the Hospital,60
Hospital Data,Hospital Level,Admissions (Daily),2020-04-30,7-Day Average of Patients Admitted to the Hospital,77
Hospital Data,Hospital Level,Admissions (Daily),2020-05-01,Patients Admitted to the Hospital,86
Hospital Data,Hospital Level,Admissions (Daily),2020-05-01,7-Day Average of Patients Admitted to the Hospital,76
Hospital Data,Hospital Level,Admissions (Daily),2020-05-02,Patients Admitted to the Hospital,92
Hospital Data,Hospital Level,Admissions (Daily),2020-05-02,7-Day Average of Patients Admitted to the Hospital,81
Hospital Data,Hospital Level,Admissions (Daily),2020-05-03,Patients Admitted to the Hospital,65
Hospital Data,Hospital Level,Admissions (Daily),2020-05-03,7-Day Average of Patients Admitted to the Hospital,80
Hospital Data,Hospital Level,Admissions (Daily),2020-05-04,Patients Admitted to the Hospital,37
Hospital Data,Hospital Level,Admissions (Daily),2020-05-04,7-Day Average of Patients Admitted to the Hospital,80
Hospital Data,Hospital Level,Admissions (Daily),2020-05-05,Patients Admitted to the Hospital,74
Hospital Data,Hospital Level,Admissions (Daily),2020-05-05,7-Day Average of Patients Admitted to the Hospital,74
Hospital Data,Hospital Level,Admissions (Daily),2020-05-06,Patients Admitted to the Hospital,65
Hospital Data,Hospital Level,Admissions (Daily),2020-05-06,7-Day Average of Patients Admitted to the Hospital,68
Hospital Data,Hospital Level,Admissions (Daily),2020-05-07,Patients Admitted to the Hospital,75
Hospital Data,Hospital Level,Admissions (Daily),2020-05-07,7-Day Average of Patients Admitted to the Hospital,71
Hospital Data,Hospital Level,Admissions (Daily),2020-05-08,Patients Admitted to the Hospital,37
Hospital Data,Hospital Level,Admissions (Daily),2020-05-08,7-Day Average of Patients Admitted to the Hospital,64
Hospital Data,Hospital Level,Admissions (Daily),2020-05-09,Patients Admitted to the Hospital,65
Hospital Data,Hospital Level,Admissions (Daily),2020-05-09,7-Day Average of Patients Admitted to the Hospital,60
Hospital Data,Hospital Level,Admissions (Daily),2020-05-10,Patients Admitted to the Hospital,48
Hospital Data,Hospital Level,Admissions (Daily),2020-05-10,7-Day Average of Patients Admitted to the Hospital,57
Hospital Data,Hospital Level,Admissions (Daily),2020-05-11,Patients Admitted to the Hospital,47
Hospital Data,Hospital Level,Admissions (Daily),2020-05-11,7-Day Average of Patients Admitted to the Hospital,59
Hospital Data,Hospital Level,Admissions (Daily),2020-05-12,Patients Admitted to the Hospital,64
Hospital Data,Hospital Level,Admissions (Daily),2020-05-12,7-Day Average of Patients Admitted to the Hospital,57
Hospital Data,Hospital Level,Admissions (Daily),2020-05-13,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),2020-05-13,7-Day Average of Patients Admitted to the Hospital,52
Hospital Data,Hospital Level,Admissions (Daily),2020-05-14,Patients Admitted to the Hospital,57
Hospital Data,Hospital Level,Admissions (Daily),2020-05-14,7-Day Average of Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),2020-05-15,Patients Admitted to the Hospital,59
Hospital Data,Hospital Level,Admissions (Daily),2020-05-15,7-Day Average of Patients Admitted to the Hospital,52
Hospital Data,Hospital Level,Admissions (Daily),2020-05-16,Patients Admitted to the Hospital,67
Hospital Data,Hospital Level,Admissions (Daily),2020-05-16,7-Day Average of Patients Admitted to the Hospital,52
Hospital Data,Hospital Level,Admissions (Daily),2020-05-17,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-05-17,7-Day Average of Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),2020-05-18,Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),2020-05-18,7-Day Average of Patients Admitted to the Hospital,46
Hospital Data,Hospital Level,Admissions (Daily),2020-05-19,Patients Admitted to the Hospital,58
Hospital Data,Hospital Level,Admissions (Daily),2020-05-19,7-Day Average of Patients Admitted to the Hospital,45
Hospital Data,Hospital Level,Admissions (Daily),2020-05-20,Patients Admitted to the Hospital,62
Hospital Data,Hospital Level,Admissions (Daily),2020-05-20,7-Day Average of Patients Admitted to the Hospital,50
Hospital Data,Hospital Level,Admissions (Daily),2020-05-21,Patients Admitted to the Hospital,48
Hospital Data,Hospital Level,Admissions (Daily),2020-05-21,7-Day Average of Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),2020-05-22,Patients Admitted to the Hospital,56
Hospital Data,Hospital Level,Admissions (Daily),2020-05-22,7-Day Average of Patients Admitted to the Hospital,48
Hospital Data,Hospital Level,Admissions (Daily),2020-05-23,Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-05-23,7-Day Average of Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),2020-05-24,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),2020-05-24,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),2020-05-25,Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),2020-05-25,7-Day Average of Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),2020-05-26,Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-05-26,7-Day Average of Patients Admitted to the Hospital,38
Hospital Data,Hospital Level,Admissions (Daily),2020-05-27,Patients Admitted to the Hospital,46
Hospital Data,Hospital Level,Admissions (Daily),2020-05-27,7-Day Average of Patients Admitted to the Hospital,36
Hospital Data,Hospital Level,Admissions (Daily),2020-05-28,Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),2020-05-28,7-Day Average of Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-05-29,Patients Admitted to the Hospital,51
Hospital Data,Hospital Level,Admissions (Daily),2020-05-29,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),2020-05-30,Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-05-30,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),2020-05-31,Patients Admitted to the Hospital,16
Hospital Data,Hospital Level,Admissions (Daily),2020-05-31,7-Day Average of Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),2020-06-01,Patients Admitted to the Hospital,11
Hospital Data,Hospital Level,Admissions (Daily),2020-06-01,7-Day Average of Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),2020-06-02,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-06-02,7-Day Average of Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-06-03,Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),2020-06-03,7-Day Average of Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),2020-06-04,Patients Admitted to the Hospital,8
Hospital Data,Hospital Level,Admissions (Daily),2020-06-04,7-Day Average of Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),2020-06-05,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-06-05,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-06-06,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-06,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-06-07,Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-06-07,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),2020-06-08,Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),2020-06-08,7-Day Average of Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),2020-06-09,Patients Admitted to the Hospital,10
Hospital Data,Hospital Level,Admissions (Daily),2020-06-09,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-06-10,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),2020-06-10,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-06-11,Patients Admitted to the Hospital,11
Hospital Data,Hospital Level,Admissions (Daily),2020-06-11,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),2020-06-12,Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),2020-06-12,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-13,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-06-13,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-14,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-14,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),2020-06-15,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),2020-06-15,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-16,Patients Admitted to the Hospital,13
Hospital Data,Hospital Level,Admissions (Daily),2020-06-16,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-17,Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),2020-06-17,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-18,Patients Admitted to the Hospital,15
Hospital Data,Hospital Level,Admissions (Daily),2020-06-18,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-19,Patients Admitted to the Hospital,37
Hospital Data,Hospital Level,Admissions (Daily),2020-06-19,7-Day Average of Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),2020-06-20,Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),2020-06-20,7-Day Average of Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),2020-06-21,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),2020-06-21,7-Day Average of Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),2020-06-22,Patients Admitted to the Hospital,10
Hospital Data,Hospital Level,Admissions (Daily),2020-06-22,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-23,Patients Admitted to the Hospital,8
Hospital Data,Hospital Level,Admissions (Daily),2020-06-23,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),2020-06-24,Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-06-24,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-06-25,Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),2020-06-25,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-26,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-06-26,7-Day Average of Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-06-27,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-06-27,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-06-28,Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-06-28,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-06-29,Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),2020-06-29,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),2020-06-30,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-06-30,7-Day Average of Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),2020-07-01,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),2020-07-01,7-Day Average of Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),2020-07-02,Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-07-02,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-07-03,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-07-03,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-07-04,Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),2020-07-04,7-Day Average of Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),2020-07-05,Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),2020-07-05,7-Day Average of Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),2020-07-06,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),2020-07-06,7-Day Average of Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-07-07,Patients Admitted to the Hospital,47
Hospital Data,Hospital Level,Admissions (Daily),2020-07-07,7-Day Average of Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),2020-07-08,Patients Admitted to the Hospital,48
Hospital Data,Hospital Level,Admissions (Daily),2020-07-08,7-Day Average of Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-07-09,Patients Admitted to the Hospital,42
Hospital Data,Hospital Level,Admissions (Daily),2020-07-09,7-Day Average of Patients Admitted to the Hospital,34
Hospital Data,Hospital Level,Admissions (Daily),2020-07-10,Patients Admitted to the Hospital,40
Hospital Data,Hospital Level,Admissions (Daily),2020-07-10,7-Day Average of Patients Admitted to the Hospital,37
Hospital Data,Hospital Level,Admissions (Daily),2020-07-11,Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),2020-07-11,7-Day Average of Patients Admitted to the Hospital,35
